time,gFx,gFy,gFz,TgF
0.004594846,0.0268,0.9815,-0.0173,0.982
0.005203461,0.0247,0.9808,-0.0173,0.981
0.005677923,0.0242,0.9808,-0.0173,0.981
0.006200385,0.0251,0.9798,-0.0181,0.980
0.006513308,0.0256,0.9800,-0.0142,0.980
0.006823769,0.0261,0.9793,-0.0163,0.980
0.007120923,0.0281,0.9805,-0.0156,0.981
0.009574154,0.0268,0.9791,-0.0179,0.980
0.011518231,0.0259,0.9808,-0.0166,0.981
0.017737,0.0263,0.9793,-0.0163,0.980
0.018269231,0.0274,0.9786,-0.0156,0.979
0.018594846,0.0263,0.9798,-0.0158,0.980
0.020889,0.0249,0.9805,-0.0158,0.981
0.023308,0.0254,0.9817,-0.0170,0.982
0.025902461,0.0244,0.9803,-0.0173,0.981
0.030161231,0.0249,0.9796,-0.0170,0.980
0.035057923,0.0268,0.9796,-0.0188,0.980
0.035496308,0.0271,0.9825,-0.0183,0.983
0.036202846,0.0263,0.9835,-0.0200,0.984
0.038700385,0.0276,0.9812,-0.0181,0.982
0.041185615,0.0259,0.9817,-0.0173,0.982
0.043487461,0.0254,0.9828,-0.0186,0.983
0.046409615,0.0268,0.9837,-0.0193,0.984
0.048860923,0.0256,0.9817,-0.0198,0.982
0.050996385,0.0256,0.9835,-0.0173,0.984
0.053701923,0.0263,0.9820,-0.0200,0.983
0.055997308,0.0247,0.9825,-0.0202,0.983
0.058513846,0.0261,0.9822,-0.0193,0.983
0.062329,0.0261,0.9822,-0.0188,0.983
0.063550769,0.0263,0.9830,-0.0210,0.984
0.066142461,0.0276,0.9815,-0.0198,0.982
0.068845846,0.0244,0.9825,-0.0181,0.983
0.071117,0.0274,0.9812,-0.0181,0.982
0.073572308,0.0254,0.9822,-0.0191,0.983
0.076284615,0.0263,0.9840,-0.0186,0.985
0.079292385,0.0259,0.9820,-0.0181,0.983
0.081369231,0.0249,0.9810,-0.0168,0.981
0.083879385,0.0256,0.9817,-0.0168,0.982
0.086231385,0.0254,0.9805,-0.0166,0.981
0.088820308,0.0259,0.9796,-0.0154,0.980
0.091162538,0.0254,0.9805,-0.0186,0.981
0.094033923,0.0266,0.9817,-0.0154,0.982
0.099021,0.0284,0.9817,-0.0163,0.982
0.099524692,0.0279,0.9808,-0.0158,0.981
0.101474231,0.0261,0.9815,-0.0183,0.982
0.106881308,0.0261,0.9820,-0.0181,0.983
0.107302769,0.0261,0.9828,-0.0181,0.983
0.108831385,0.0263,0.9817,-0.0191,0.982
0.112304385,0.0254,0.9815,-0.0179,0.982
0.113918846,0.0254,0.9800,-0.0181,0.981
0.116449615,0.0263,0.9810,-0.0186,0.982
0.118866231,0.0254,0.9815,-0.0183,0.982
0.121366231,0.0242,0.9805,-0.0186,0.981
0.123920308,0.0261,0.9825,-0.0170,0.983
0.126345,0.0268,0.9835,-0.0173,0.984
0.129262461,0.0247,0.9842,-0.0186,0.985
0.131422769,0.0251,0.9825,-0.0186,0.983
0.133905615,0.0268,0.9830,-0.0181,0.983
0.136339461,0.0261,0.9842,-0.0173,0.985
0.139157538,0.0247,0.9810,-0.0179,0.981
