time,gFx,gFy,gFz,TgF
0.003421846,0.0083,0.9747,-0.1065,0.981
0.004258692,0.0090,0.9732,-0.1043,0.979
0.00490123,0.0098,0.9719,-0.1016,0.977
0.005494692,0.0095,0.9695,-0.0987,0.975
0.006225846,0.0098,0.9705,-0.0957,0.975
0.006798461,0.0086,0.9698,-0.0952,0.974
0.018329538,0.0073,0.9700,-0.0926,0.974
0.018788538,0.0070,0.9693,-0.0931,0.974
0.019190384,0.0068,0.9683,-0.0938,0.973
0.019517538,0.0070,0.9691,-0.0916,0.973
0.01984523,0.0083,0.9698,-0.0941,0.974
0.020716923,0.0083,0.9707,-0.0969,0.976
0.026610077,0.0075,0.9686,-0.0962,0.973
0.027534461,0.0070,0.9698,-0.0967,0.975
0.027956307,0.0073,0.9719,-0.0994,0.977
0.030596307,0.0090,0.9735,-0.1029,0.979
0.032966077,0.0081,0.9754,-0.1045,0.981
0.035574077,0.0073,0.9747,-0.1045,0.980
0.048655,0.0068,0.9773,-0.1062,0.983
0.049546692,0.0075,0.9786,-0.1097,0.985
0.050122153,0.0068,0.9810,-0.1118,0.987
0.050631692,0.0068,0.9805,-0.1125,0.987
0.051288923,0.0070,0.9791,-0.1129,0.986
0.051808923,0.0078,0.9788,-0.1138,0.985
0.052961846,0.0088,0.9791,-0.1158,0.986
0.056555307,0.0090,0.9791,-0.1174,0.986
0.061713461,0.0081,0.9822,-0.1187,0.989
0.062703923,0.0068,0.9796,-0.1187,0.987
0.06349623,0.0083,0.9808,-0.1167,0.988
0.065822692,0.0095,0.9808,-0.1153,0.988
0.068271384,0.0083,0.9800,-0.1172,0.987
0.070518384,0.0073,0.9798,-0.1136,0.986
0.073260307,0.0078,0.9784,-0.1150,0.985
0.075641153,0.0070,0.9784,-0.1143,0.985
0.078134769,0.0075,0.9763,-0.1116,0.983
0.080812923,0.0063,0.9768,-0.1094,0.983
0.083353769,0.0075,0.9779,-0.1085,0.984
0.085687692,0.0073,0.9761,-0.1069,0.982
0.089680615,0.0075,0.9763,-0.1060,0.982
0.090960846,0.0068,0.9742,-0.1026,0.980
0.093380615,0.0068,0.9715,-0.1024,0.977
0.095842692,0.0068,0.9717,-0.0997,0.977
0.098431,0.0081,0.9695,-0.0989,0.975
0.100958769,0.0070,0.9698,-0.0975,0.975
0.103520846,0.0065,0.9705,-0.0975,0.975
0.106252923,0.0058,0.9700,-0.0972,0.975
0.10849323,0.0056,0.9695,-0.0999,0.975
0.110937846,0.0058,0.9712,-0.0980,0.976
0.113695923,0.0065,0.9715,-0.0989,0.977
0.115987923,0.0051,0.9722,-0.0987,0.977
0.118480615,0.0063,0.9719,-0.1009,0.977
0.120908307,0.0068,0.9722,-0.1001,0.977
0.123534769,0.0073,0.9728,-0.1050,0.978
0.125907307,0.0086,0.9747,-0.1060,0.980
0.128514077,0.0093,0.9735,-0.1060,0.979
0.131063,0.0075,0.9754,-0.1078,0.981
0.133449153,0.0075,0.9761,-0.1092,0.982
0.136046384,0.0075,0.9784,-0.1106,0.985
0.142182769,0.0086,0.9779,-0.1129,0.984
0.143106692,0.0075,0.9784,-0.1131,0.985
0.143665153,0.0068,0.9793,-0.1141,0.986
0.14622523,0.0073,0.9803,-0.1150,0.987
0.148619615,0.0086,0.9800,-0.1146,0.987
0.151346461,0.0081,0.9803,-0.1143,0.987
0.153482077,0.0073,0.9781,-0.1155,0.985
0.156234692,0.0078,0.9796,-0.1155,0.986
0.158667077,0.0063,0.9800,-0.1150,0.987
0.161018384,0.0058,0.9793,-0.1150,0.986
0.163626769,0.0088,0.9776,-0.1146,0.984
0.166105153,0.0075,0.9773,-0.1123,0.984
0.168688307,0.0088,0.9781,-0.1109,0.984
0.171072,0.0086,0.9779,-0.1106,0.984
0.173770769,0.0090,0.9749,-0.1102,0.981
0.176304538,0.0058,0.9761,-0.1074,0.982
