0.029396772384643555,1.016,0.02,-0.109

0.05907702445983887,0.996,0.02,-0.112

0.0899200439453125,0.98,0.016,-0.116

0.11995744705200195,0.965,0.015,-0.115

0.15012645721435547,0.974,0.011,-0.115

0.19471144676208496,1.001,0.004,-0.115

0.22452640533447266,1.01,0.001,-0.115

0.2551896572113037,1.0,0.0,-0.115

0.2845320701599121,0.967,0.0,-0.119

0.31502795219421387,0.947,0.0,-0.117

0.3447279930114746,0.973,0.0,-0.112

0.37543249130249023,0.972,-0.002,-0.11

0.4052698612213135,0.975,-0.002,-0.105

0.435103178024292,0.978,-0.001,-0.104

0.4646949768066406,0.959,0.0,-0.105

0.4953434467315674,0.933,0.001,-0.104

0.5250084400177002,0.938,0.008,-0.098

0.5551562309265137,0.938,0.012,-0.093

0.5849502086639404,0.88,0.011,-0.091

0.6154003143310547,0.783,0.008,-0.087

0.6457302570343018,0.731,0.004,-0.084

0.6733584403991699,0.774,0.002,-0.082

0.7037060260772705,0.744,0.004,-0.086

0.7470393180847168,0.714,0.009,-0.098

0.7784080505371094,0.86,0.03,-0.125

0.8096585273742676,0.903,0.042,-0.15

0.8393540382385254,0.985,0.052,-0.181

0.8700037002563477,1.078,0.063,-0.212

0.899996280670166,0.982,0.05,-0.217

0.9300143718719482,1.0,0.04,-0.216

0.9598710536956787,0.978,0.017,-0.204

0.9901366233825684,1.167,0.004,-0.207

1.0200083255767822,1.453,-0.009,-0.202

1.0496854782104492,1.394,-0.025,-0.204

1.080132007598877,1.253,-0.026,-0.191

1.1097972393035889,1.187,-0.018,-0.194

1.1402878761291504,1.061,-0.007,-0.192

1.1700966358184814,0.963,0.007,-0.202

1.1996443271636963,0.987,0.053,-0.226

1.2298274040222168,1.152,0.086,-0.237

1.2750880718231201,1.265,0.092,-0.241

1.3054580688476562,1.248,0.061,-0.215

1.3350780010223389,1.149,0.03,-0.193

1.3801405429840088,1.036,-0.01,-0.174

1.4100704193115234,0.884,-0.059,-0.153

1.4692816734313965,0.919,-0.097,-0.141

1.4999730587005615,0.962,-0.104,-0.131

1.5302391052246094,1.001,-0.106,-0.127

1.5605480670928955,1.141,-0.1,-0.124

1.5895299911499023,1.375,-0.077,-0.122

1.620002269744873,1.743,0.001,-0.179

1.6492094993591309,1.882,0.059,-0.238

1.6924090385437012,2.07,0.125,-0.318

1.7231025695800781,2.081,0.14,-0.395

1.7531771659851074,2.106,0.121,-0.411

1.7984988689422607,2.341,0.1,-0.418

1.8297200202941895,2.507,0.076,-0.504

1.8750457763671875,2.246,0.066,-0.53

1.904810905456543,1.785,0.045,-0.487

1.9348981380462646,1.404,0.018,-0.402

1.9659130573272705,1.226,0.019,-0.342

1.995410680770874,0.995,0.031,-0.276

2.0251758098602295,0.899,0.039,-0.241

2.054994821548462,0.742,0.054,-0.206

2.0849502086639404,0.672,0.07,-0.18

2.1152374744415283,0.613,0.064,-0.171

2.144727945327759,0.244,0.024,-0.125

2.1747188568115234,0.057,0.02,-0.084

2.204932689666748,-0.024,0.026,-0.053

2.2352187633514404,-0.014,0.019,-0.028

2.2650628089904785,-0.061,0.014,-0.017

2.295393466949463,-0.095,0.009,-0.008

2.3254544734954834,-0.099,0.002,-0.003

2.3558907508850098,-0.057,0.003,-0.004

2.38923978805542,-0.052,0.004,-0.009

2.4160990715026855,-0.029,0.007,-0.018

2.4448368549346924,-0.005,0.017,-0.036

2.4751434326171875,0.041,0.031,-0.075

2.504633665084839,0.156,0.047,-0.115

2.535036563873291,0.389,0.05,-0.174

2.5647072792053223,0.576,0.056,-0.208

2.595355749130249,0.754,0.069,-0.227

2.6396901607513428,1.006,0.081,-0.239

2.667400598526001,1.219,0.077,-0.251

2.6981098651885986,1.493,0.083,-0.281

2.728318929672241,1.583,0.084,-0.342

2.7585220336914062,1.852,0.079,-0.397

2.7876057624816895,2.018,0.077,-0.435

2.8191936016082764,2.339,0.107,-0.448

2.8496499061584473,2.196,0.125,-0.438

2.8800668716430664,2.364,0.163,-0.438

2.910475492477417,2.317,0.183,-0.437

2.9549570083618164,2.236,0.18,-0.42

2.9850032329559326,1.975,0.124,-0.363

3.0152370929718018,1.803,0.081,-0.326

3.0448784828186035,1.574,0.044,-0.284

3.07505202293396,1.155,0.011,-0.273

3.1045570373535156,1.091,0.027,-0.298

3.1345510482788086,1.309,0.025,-0.259

3.165280818939209,1.247,-0.025,-0.162

3.194986343383789,1.184,-0.035,-0.112

3.2255828380584717,0.994,-0.045,-0.083

3.2550134658813477,1.025,-0.025,-0.082

3.2853844165802,1.294,0.009,-0.127

3.3160765171051025,1.471,0.044,-0.222

3.3600986003875732,2.156,0.22,-0.571

3.3898887634277344,2.384,0.28,-0.734

3.4199795722961426,2.197,0.27,-0.735

3.449904680252075,2.153,0.183,-0.519

3.479999542236328,2.524,0.119,-0.433

3.510286808013916,2.964,0.136,-0.421

3.5402448177337646,3.479,0.222,-0.512

3.584239959716797,2.962,0.246,-0.742

3.6150076389312744,2.054,0.206,-0.694

3.6452603340148926,1.654,0.175,-0.536

3.672461986541748,1.445,0.155,-0.431

3.7044262886047363,1.205,0.134,-0.357

3.7331340312957764,0.973,0.103,-0.312

3.7636141777038574,0.747,0.075,-0.275

3.794036865234375,0.501,0.046,-0.233

3.8250458240509033,0.323,0.033,-0.201

