time,gFx,gFy,gFz,TgF
0.002072923,0.0371,0.9854,-0.0186,0.986
0.002580538,0.0352,0.9822,-0.0163,0.983
0.002940615,0.0368,0.9830,-0.0193,0.984
0.003344,0.0384,0.9830,-0.0235,0.984
0.004361538,0.0375,0.9825,-0.0186,0.983
0.006966384,0.0373,0.9833,-0.0161,0.984
0.010826153,0.0361,0.9828,-0.0181,0.984
0.012104923,0.0371,0.9828,-0.0202,0.984
0.014483077,0.0364,0.9822,-0.0181,0.983
0.016825538,0.0344,0.9820,-0.0156,0.983
0.019295,0.0344,0.9812,-0.0149,0.982
0.021850692,0.0335,0.9815,-0.0170,0.982
0.024335692,0.0310,0.9810,-0.0142,0.982
0.028484538,0.0319,0.9800,-0.0107,0.981
0.029458769,0.0295,0.9810,-0.0132,0.982
0.03178,0.0261,0.9798,-0.0142,0.980
0.034628846,0.0244,0.9828,-0.0124,0.983
0.036774077,0.0249,0.9820,-0.0114,0.982
0.039494692,0.0242,0.9820,-0.0109,0.982
0.043180615,0.0239,0.9817,-0.0117,0.982
0.044407307,0.0239,0.9808,-0.0119,0.981
0.047073846,0.0232,0.9844,-0.0142,0.985
0.049364538,0.0225,0.9825,-0.0137,0.983
0.051798461,0.0217,0.9805,-0.0132,0.981
0.054165846,0.0225,0.9812,-0.0173,0.982
0.056774769,0.0217,0.9812,-0.0183,0.982
0.061124923,0.0237,0.9812,-0.0163,0.982
0.062078692,0.0217,0.9817,-0.0173,0.982
0.064391077,0.0237,0.9833,-0.0183,0.984
0.067297769,0.0242,0.9830,-0.0200,0.983
0.069360846,0.0256,0.9817,-0.0202,0.982
0.072028307,0.0235,0.9833,-0.0200,0.984
0.074975692,0.0249,0.9835,-0.0198,0.984
0.078034384,0.0251,0.9844,-0.0210,0.985
0.07957223,0.0244,0.9844,-0.0210,0.985
0.082130692,0.0254,0.9830,-0.0173,0.983
0.084573769,0.0254,0.9830,-0.0195,0.983
0.087220923,0.0261,0.9815,-0.0193,0.982
0.089430077,0.0256,0.9815,-0.0195,0.982
0.093515615,0.0261,0.9817,-0.0202,0.982
0.094595,0.0249,0.9820,-0.0188,0.983
0.09707723,0.0235,0.9828,-0.0179,0.983
0.099607,0.0235,0.9842,-0.0191,0.985
0.102486461,0.0242,0.9822,-0.0168,0.983
0.104935384,0.0227,0.9828,-0.0151,0.983
0.107137153,0.0232,0.9822,-0.0151,0.983
0.110228615,0.0230,0.9830,-0.0158,0.983
0.112347384,0.0232,0.9835,-0.0156,0.984
0.114803615,0.0239,0.9825,-0.0149,0.983
0.117152923,0.0227,0.9822,-0.0168,0.983
0.119689461,0.0222,0.9822,-0.0127,0.983
0.122184923,0.0235,0.9810,-0.0132,0.981
0.124894384,0.0254,0.9810,-0.0137,0.981
0.127479307,0.0242,0.9820,-0.0127,0.982
0.129919077,0.0256,0.9828,-0.0121,0.983
0.13250523,0.0271,0.9808,-0.0139,0.981
0.135038769,0.0268,0.9817,-0.0146,0.982
0.137325769,0.0291,0.9822,-0.0154,0.983
0.139913769,0.0284,0.9812,-0.0154,0.982
0.157391307,0.0295,0.9808,-0.0146,0.981
0.158564846,0.0317,0.9808,-0.0132,0.981
0.15918523,0.0310,0.9812,-0.0134,0.982
0.159802384,0.0328,0.9828,-0.0139,0.983
0.160354692,0.0324,0.9837,-0.0149,0.984
0.160903077,0.0337,0.9820,-0.0132,0.983
0.161443692,0.0342,0.9810,-0.0170,0.982
0.162087384,0.0349,0.9817,-0.0188,0.983
0.162657153,0.0349,0.9828,-0.0166,0.984
0.165453153,0.0342,0.9833,-0.0173,0.984
0.167762461,0.0344,0.9828,-0.0183,0.984
0.170364846,0.0344,0.9837,-0.0179,0.984
0.173035077,0.0354,0.9837,-0.0173,0.984
0.176793769,0.0335,0.9828,-0.0168,0.983
0.177909769,0.0335,0.9835,-0.0170,0.984
0.180210153,0.0319,0.9828,-0.0166,0.983
0.182743384,0.0317,0.9844,-0.0168,0.985
0.184990461,0.0310,0.9835,-0.0142,0.984
0.187443307,0.0293,0.9833,-0.0124,0.984
0.190010077,0.0295,0.9822,-0.0121,0.983
0.193426692,0.0288,0.9817,-0.0142,0.982
0.195095077,0.0293,0.9822,-0.0127,0.983
0.197606692,0.0288,0.9828,-0.0142,0.983
0.199872,0.0284,0.9808,-0.0146,0.981
0.20294123,0.0256,0.9810,-0.0132,0.981
0.205139384,0.0276,0.9803,-0.0151,0.981
0.207546461,0.0263,0.9810,-0.0139,0.981
0.210551923,0.0268,0.9830,-0.0134,0.983
0.212665769,0.0266,0.9808,-0.0142,0.981
0.21511723,0.0271,0.9825,-0.0127,0.983
0.21783623,0.0261,0.9847,-0.0158,0.985
0.220478769,0.0254,0.9817,-0.0154,0.982
0.222783077,0.0251,0.9817,-0.0151,0.982
0.226723384,0.0249,0.9815,-0.0166,0.982
0.227777846,0.0249,0.9817,-0.0173,0.982
0.230509153,0.0256,0.9837,-0.0163,0.984
0.232907692,0.0274,0.9817,-0.0173,0.982
0.235303615,0.0259,0.9825,-0.0179,0.983
0.237971692,0.0256,0.9825,-0.0188,0.983
0.240130769,0.0256,0.9820,-0.0193,0.983
0.244035307,0.0251,0.9840,-0.0191,0.984
0.24538823,0.0242,0.9854,-0.0200,0.986
0.248019384,0.0230,0.9835,-0.0191,0.984
0.250681846,0.0247,0.9808,-0.0210,0.981
0.253032615,0.0244,0.9837,-0.0191,0.984
0.255311307,0.0225,0.9835,-0.0193,0.984
0.258190461,0.0225,0.9825,-0.0179,0.983
0.265075077,0.0219,0.9842,-0.0176,0.985
0.265532,0.0247,0.9828,-0.0186,0.983
0.265925538,0.0242,0.9825,-0.0173,0.983
0.267919,0.0232,0.9830,-0.0176,0.983
0.270361153,0.0230,0.9812,-0.0144,0.982
0.273143077,0.0244,0.9825,-0.0170,0.983
0.276708615,0.0237,0.9840,-0.0144,0.984
0.278535384,0.0247,0.9830,-0.0163,0.983
0.280348846,0.0244,0.9820,-0.0154,0.982
0.282909461,0.0249,0.9835,-0.0134,0.984
0.285817769,0.0268,0.9817,-0.0146,0.982
0.287835923,0.0263,0.9803,-0.0144,0.981
0.290606461,0.0259,0.9803,-0.0144,0.981
0.293518077,0.0266,0.9817,-0.0163,0.982
0.295439307,0.0274,0.9822,-0.0170,0.983
0.297971692,0.0298,0.9815,-0.0166,0.982
0.300552923,0.0284,0.9808,-0.0142,0.981
0.303180846,0.0286,0.9810,-0.0132,0.982
0.305405769,0.0298,0.9815,-0.0146,0.982
0.308008538,0.0310,0.9825,-0.0156,0.983
