time,gFx,gFy,gFz,TgF
0.002007769,0.0300,0.9817,-0.0170,0.982
0.002504077,0.0259,0.9822,-0.0188,0.983
0.002985923,0.0207,0.9810,-0.0176,0.981
0.003356615,0.0249,0.9793,-0.0146,0.980
0.003640384,0.0298,0.9776,-0.0134,0.978
0.006664307,0.0268,0.9768,-0.0151,0.977
0.007938461,0.0261,0.9773,-0.0151,0.978
0.010024923,0.0237,0.9788,-0.0146,0.979
0.012788384,0.0249,0.9788,-0.0127,0.979
0.015105538,0.0266,0.9812,-0.0114,0.982
0.017663384,0.0259,0.9810,-0.0142,0.981
0.020467769,0.0244,0.9810,-0.0154,0.981
0.030605231,0.0247,0.9803,-0.0154,0.981
0.031121,0.0237,0.9803,-0.0161,0.981
0.031499769,0.0249,0.9798,-0.0161,0.980
0.031793307,0.0249,0.9810,-0.0163,0.981
0.032647461,0.0249,0.9808,-0.0181,0.981
0.035172615,0.0242,0.9788,-0.0179,0.979
0.040373538,0.0237,0.9810,-0.0179,0.981
0.040870461,0.0225,0.9833,-0.0210,0.984
0.042744077,0.0227,0.9833,-0.0235,0.984
0.045263154,0.0232,0.9844,-0.0225,0.985
0.047747692,0.0219,0.9847,-0.0230,0.985
0.050103461,0.0225,0.9842,-0.0242,0.985
0.053131692,0.0219,0.9847,-0.0251,0.985
0.056067769,0.0217,0.9849,-0.0266,0.986
0.057849538,0.0212,0.9854,-0.0283,0.986
0.060232307,0.0205,0.9868,-0.0251,0.987
0.063641307,0.0212,0.9844,-0.0274,0.985
0.065481231,0.0205,0.9833,-0.0263,0.984
0.067800077,0.0210,0.9833,-0.0242,0.984
0.072113538,0.0210,0.9833,-0.0230,0.984
0.072948692,0.0195,0.9828,-0.0217,0.983
0.075538846,0.0212,0.9815,-0.0205,0.982
0.077974538,0.0207,0.9817,-0.0176,0.982
0.080522538,0.0225,0.9822,-0.0161,0.983
0.082969307,0.0232,0.9815,-0.0156,0.982
0.085464615,0.0210,0.9805,-0.0137,0.981
0.088849231,0.0244,0.9800,-0.0151,0.980
0.090661307,0.0237,0.9781,-0.0149,0.978
0.092963154,0.0239,0.9791,-0.0142,0.979
0.095710538,0.0227,0.9786,-0.0127,0.979
0.098746769,0.0222,0.9788,-0.0127,0.979
0.100486154,0.0232,0.9793,-0.0149,0.980
0.103217231,0.0235,0.9793,-0.0161,0.980
0.106745,0.0235,0.9805,-0.0166,0.981
0.108158231,0.0214,0.9800,-0.0146,0.980
0.110710538,0.0219,0.9805,-0.0176,0.981
0.113327077,0.0225,0.9817,-0.0173,0.982
0.115756923,0.0227,0.9805,-0.0173,0.981
0.118033923,0.0225,0.9817,-0.0170,0.982
0.122244384,0.0207,0.9812,-0.0179,0.982
0.123285923,0.0217,0.9833,-0.0205,0.984
0.125657923,0.0195,0.9825,-0.0202,0.983
0.128159384,0.0219,0.9817,-0.0212,0.982
0.130761,0.0205,0.9844,-0.0225,0.985
0.133246538,0.0202,0.9849,-0.0230,0.985
0.135847769,0.0191,0.9840,-0.0232,0.984
0.151849615,0.0193,0.9852,-0.0212,0.986
0.153151461,0.0193,0.9842,-0.0225,0.985
0.154059384,0.0186,0.9856,-0.0237,0.986
0.154857,0.0186,0.9835,-0.0225,0.984
0.155545231,0.0193,0.9837,-0.0232,0.984
0.156192307,0.0200,0.9847,-0.0222,0.985
0.156831077,0.0191,0.9844,-0.0217,0.985
0.157440923,0.0191,0.9835,-0.0202,0.984
0.158213307,0.0202,0.9812,-0.0239,0.982
0.166655769,0.0214,0.9825,-0.0210,0.983
0.167154846,0.0230,0.9833,-0.0202,0.984
0.167457307,0.0219,0.9817,-0.0195,0.982
0.168064307,0.0237,0.9812,-0.0161,0.982
0.171985,0.0230,0.9812,-0.0158,0.982
0.173338461,0.0239,0.9820,-0.0166,0.982
0.175875077,0.0239,0.9805,-0.0156,0.981
0.178374154,0.0259,0.9815,-0.0154,0.982
0.180873846,0.0259,0.9791,-0.0166,0.980
0.183281846,0.0274,0.9800,-0.0156,0.981
0.185781,0.0268,0.9784,-0.0166,0.979
0.189022538,0.0239,0.9781,-0.0186,0.979
0.191007461,0.0256,0.9793,-0.0170,0.980
0.193424615,0.0259,0.9791,-0.0158,0.980
0.196130231,0.0259,0.9793,-0.0163,0.980
0.198653923,0.0244,0.9788,-0.0176,0.979
0.201169538,0.0249,0.9820,-0.0186,0.983
0.203515384,0.0232,0.9830,-0.0198,0.983
0.206645231,0.0237,0.9815,-0.0195,0.982
0.208564307,0.0235,0.9810,-0.0193,0.981
0.211185846,0.0232,0.9817,-0.0193,0.982
0.213522538,0.0214,0.9830,-0.0200,0.983
0.216152615,0.0191,0.9837,-0.0200,0.984
0.218508384,0.0188,0.9820,-0.0214,0.982
0.222615077,0.0193,0.9817,-0.0242,0.982
0.223652615,0.0193,0.9820,-0.0222,0.982
0.226162461,0.0191,0.9840,-0.0214,0.984
0.228641231,0.0207,0.9830,-0.0230,0.983
0.231214154,0.0198,0.9830,-0.0225,0.983
0.233641923,0.0198,0.9854,-0.0214,0.986
0.236225615,0.0200,0.9830,-0.0210,0.983
0.252680307,0.0202,0.9828,-0.0232,0.983
0.253237615,0.0210,0.9835,-0.0217,0.984
0.253750154,0.0195,0.9844,-0.0219,0.985
0.254047461,0.0210,0.9842,-0.0210,0.985
0.254321307,0.0210,0.9842,-0.0200,0.985
0.254694846,0.0222,0.9812,-0.0191,0.982
0.254983077,0.0227,0.9803,-0.0166,0.981
0.257215461,0.0222,0.9833,-0.0170,0.984
0.258837307,0.0230,0.9820,-0.0176,0.982
0.26144,0.0239,0.9810,-0.0149,0.981
0.263987384,0.0227,0.9820,-0.0170,0.982
0.266389923,0.0227,0.9803,-0.0168,0.981
0.269033923,0.0212,0.9798,-0.0139,0.980
0.273230846,0.0242,0.9803,-0.0158,0.981
0.274685,0.0225,0.9810,-0.0173,0.981
0.276472384,0.0232,0.9808,-0.0161,0.981
0.278757615,0.0227,0.9812,-0.0146,0.982
0.281252384,0.0227,0.9793,-0.0163,0.980
0.283792,0.0222,0.9796,-0.0156,0.980
0.286755461,0.0227,0.9803,-0.0163,0.981
0.290477846,0.0235,0.9820,-0.0181,0.982
0.291798769,0.0237,0.9820,-0.0179,0.982
0.293809231,0.0232,0.9828,-0.0170,0.983
0.296562846,0.0225,0.9825,-0.0195,0.983
0.299345,0.0235,0.9840,-0.0205,0.984
0.301687384,0.0222,0.9840,-0.0222,0.984
0.305900692,0.0222,0.9825,-0.0225,0.983
0.306415077,0.0212,0.9815,-0.0212,0.982
0.308959769,0.0212,0.9835,-0.0217,0.984
0.311252615,0.0219,0.9828,-0.0219,0.983
0.313813615,0.0210,0.9844,-0.0217,0.985
0.316356077,0.0217,0.9835,-0.0225,0.984
0.318939154,0.0212,0.9840,-0.0219,0.984
0.322641615,0.0219,0.9835,-0.0227,0.984
0.323985231,0.0235,0.9844,-0.0232,0.985
0.326454231,0.0225,0.9835,-0.0202,0.984
0.328814769,0.0225,0.9812,-0.0205,0.982
0.331631692,0.0227,0.9822,-0.0186,0.983
0.333827769,0.0230,0.9822,-0.0191,0.983
0.336355692,0.0212,0.9835,-0.0200,0.984
0.351843384,0.0239,0.9820,-0.0195,0.983
0.352877538,0.0225,0.9808,-0.0181,0.981
0.353860615,0.0242,0.9808,-0.0168,0.981
0.354506231,0.0237,0.9815,-0.0176,0.982
0.355238846,0.0237,0.9803,-0.0173,0.981
0.355843154,0.0232,0.9817,-0.0173,0.982
0.356487154,0.0242,0.9810,-0.0170,0.981
0.357084923,0.0227,0.9812,-0.0166,0.982
0.370232615,0.0232,0.9796,-0.0170,0.980
0.370914154,0.0230,0.9817,-0.0170,0.982
0.371305231,0.0230,0.9805,-0.0181,0.981
0.371597615,0.0222,0.9812,-0.0163,0.982
0.371899461,0.0230,0.9810,-0.0170,0.981
0.373090154,0.0222,0.9820,-0.0166,0.982
0.374404307,0.0219,0.9835,-0.0181,0.984
0.376813231,0.0225,0.9825,-0.0217,0.983
0.379389231,0.0210,0.9828,-0.0198,0.983
0.381652615,0.0198,0.9830,-0.0183,0.983
0.384256692,0.0227,0.9815,-0.0198,0.982
0.386849307,0.0202,0.9828,-0.0191,0.983
0.389595769,0.0210,0.9822,-0.0217,0.983
0.391942846,0.0198,0.9828,-0.0212,0.983
0.394355154,0.0207,0.9833,-0.0219,0.984
0.396899769,0.0210,0.9833,-0.0207,0.984
0.399273846,0.0210,0.9835,-0.0202,0.984
0.401656692,0.0202,0.9830,-0.0176,0.983
0.405295692,0.0219,0.9840,-0.0198,0.984
0.407045,0.0217,0.9815,-0.0214,0.982
0.409331154,0.0217,0.9830,-0.0193,0.983
0.411815077,0.0212,0.9830,-0.0202,0.983
0.414429,0.0214,0.9815,-0.0188,0.982
0.417156384,0.0198,0.9835,-0.0200,0.984
0.419364615,0.0214,0.9837,-0.0193,0.984
0.422186231,0.0212,0.9825,-0.0181,0.983
0.424645307,0.0232,0.9808,-0.0198,0.981
0.427192384,0.0230,0.9793,-0.0186,0.980
0.430984384,0.0222,0.9820,-0.0166,0.982
0.431929,0.0242,0.9830,-0.0179,0.983
0.434395077,0.0225,0.9805,-0.0158,0.981
0.436961307,0.0239,0.9798,-0.0149,0.980
0.441085307,0.0225,0.9815,-0.0168,0.982
0.442280307,0.0237,0.9805,-0.0166,0.981
0.444719692,0.0235,0.9796,-0.0176,0.980
0.447077,0.0232,0.9800,-0.0179,0.980
0.449458231,0.0239,0.9815,-0.0168,0.982
0.452410538,0.0232,0.9815,-0.0186,0.982
0.455296,0.0244,0.9817,-0.0191,0.982
0.457033307,0.0239,0.9825,-0.0179,0.983
0.459536077,0.0251,0.9820,-0.0181,0.983
0.462103077,0.0235,0.9835,-0.0181,0.984
0.464885923,0.0222,0.9849,-0.0188,0.985
0.466961,0.0225,0.9842,-0.0205,0.985
0.469416692,0.0222,0.9830,-0.0183,0.983
0.472378846,0.0222,0.9820,-0.0200,0.982
0.474739461,0.0232,0.9825,-0.0198,0.983
0.477435154,0.0230,0.9842,-0.0202,0.985
0.479496384,0.0219,0.9815,-0.0195,0.982
0.48204,0.0207,0.9830,-0.0207,0.983
0.484544307,0.0210,0.9805,-0.0200,0.981
0.488616923,0.0210,0.9856,-0.0207,0.986
0.489816,0.0230,0.9852,-0.0207,0.986
0.492262461,0.0222,0.9840,-0.0219,0.984
0.494804077,0.0230,0.9817,-0.0195,0.982
0.497397615,0.0227,0.9817,-0.0205,0.982
0.499576307,0.0225,0.9815,-0.0207,0.982
0.502091384,0.0225,0.9817,-0.0210,0.982
0.505644384,0.0214,0.9825,-0.0191,0.983
0.507364923,0.0227,0.9810,-0.0176,0.981
0.509765231,0.0225,0.9808,-0.0186,0.981
0.512403769,0.0230,0.9820,-0.0193,0.982
0.514779461,0.0219,0.9820,-0.0191,0.982
0.517159154,0.0222,0.9835,-0.0173,0.984
0.519617923,0.0217,0.9822,-0.0170,0.983
0.522472615,0.0214,0.9815,-0.0168,0.982
0.524909923,0.0214,0.9803,-0.0149,0.981
