time,gFx,gFy,gFz,TgF
0.001900923,0.0344,0.9788,0.0324,0.980
0.002381769,0.0347,0.9786,0.0339,0.980
0.002722154,0.0323,0.9791,0.0324,0.980
0.003047384,0.0315,0.9796,0.0326,0.981
0.004283923,0.0315,0.9788,0.0334,0.980
0.006879615,0.0295,0.9805,0.0302,0.981
0.025907077,0.0286,0.9812,0.0314,0.982
0.026444,0.0284,0.9812,0.0293,0.982
0.026784538,0.0284,0.9808,0.0293,0.982
0.027119923,0.0261,0.9833,0.0290,0.984
0.027471692,0.0247,0.9833,0.0260,0.984
0.027804923,0.0237,0.9830,0.0248,0.984
0.028212923,0.0242,0.9840,0.0253,0.985
0.028544615,0.0239,0.9847,0.0244,0.985
0.029368615,0.0212,0.9849,0.0251,0.985
0.04080123,0.0214,0.9861,0.0244,0.987
0.041891384,0.0230,0.9849,0.0246,0.985
0.042655923,0.0232,0.9849,0.0263,0.986
0.043300846,0.0212,0.9840,0.0248,0.985
0.044066692,0.0230,0.9837,0.0270,0.984
0.044699307,0.0247,0.9828,0.0281,0.983
0.047761769,0.0232,0.9840,0.0258,0.985
0.053222692,0.0227,0.9830,0.0265,0.984
0.054152846,0.0237,0.9817,0.0276,0.982
0.054817538,0.0244,0.9810,0.0293,0.982
0.056793461,0.0254,0.9817,0.0316,0.983
0.060687,0.0251,0.9808,0.0321,0.982
0.061927923,0.0259,0.9803,0.0351,0.981
0.064347692,0.0266,0.9810,0.0341,0.982
0.066789769,0.0268,0.9784,0.0356,0.979
0.069394154,0.0247,0.9808,0.0361,0.982
0.072104,0.0254,0.9791,0.0344,0.980
0.07462923,0.0263,0.9800,0.0361,0.981
0.077641538,0.0242,0.9800,0.0358,0.981
0.079384615,0.0235,0.9812,0.0349,0.982
0.081921461,0.0227,0.9798,0.0356,0.981
0.085223923,0.0212,0.9791,0.0361,0.980
0.086795307,0.0214,0.9820,0.0356,0.983
0.089531923,0.0217,0.9833,0.0341,0.984
0.093256846,0.0222,0.9820,0.0341,0.983
0.094610154,0.0207,0.9822,0.0309,0.983
0.09706823,0.0200,0.9820,0.0278,0.983
0.099592846,0.0198,0.9844,0.0295,0.985
0.102102461,0.0210,0.9837,0.0312,0.984
0.104479077,0.0200,0.9847,0.0281,0.985
0.107128538,0.0191,0.9849,0.0251,0.985
0.110517846,0.0191,0.9844,0.0265,0.985
0.112481769,0.0202,0.9864,0.0276,0.987
0.114787,0.0202,0.9842,0.0283,0.985
0.117246154,0.0235,0.9822,0.0272,0.983
0.119732538,0.0217,0.9830,0.0265,0.984
0.122103615,0.0225,0.9856,0.0281,0.986
0.124739,0.0237,0.9864,0.0278,0.987
0.134663307,0.0251,0.9852,0.0293,0.986
0.134975615,0.0263,0.9825,0.0300,0.983
0.135228307,0.0251,0.9815,0.0300,0.982
0.135604307,0.0263,0.9808,0.0305,0.982
0.137059384,0.0271,0.9803,0.0314,0.981
0.139456923,0.0274,0.9822,0.0324,0.983
0.142739077,0.0288,0.9810,0.0319,0.982
0.144858384,0.0300,0.9793,0.0319,0.980
0.147372,0.0312,0.9781,0.0339,0.979
0.149823923,0.0312,0.9796,0.0321,0.981
0.152318461,0.0317,0.9796,0.0316,0.981
0.154736923,0.0303,0.9805,0.0332,0.982
0.157241461,0.0312,0.9788,0.0332,0.980
0.159939923,0.0298,0.9798,0.0326,0.981
0.162886077,0.0305,0.9791,0.0295,0.980
0.164933769,0.0295,0.9815,0.0312,0.982
0.16744023,0.0281,0.9817,0.0319,0.983
0.169953461,0.0288,0.9822,0.0307,0.983
0.172372,0.0281,0.9828,0.0295,0.984
0.175004615,0.0266,0.9825,0.0276,0.983
0.177586077,0.0274,0.9842,0.0281,0.985
0.180059692,0.0263,0.9830,0.0270,0.984
0.182470461,0.0274,0.9835,0.0285,0.984
0.185380538,0.0259,0.9842,0.0268,0.985
0.187383923,0.0249,0.9830,0.0281,0.984
0.189743307,0.0230,0.9840,0.0276,0.985
0.193198154,0.0230,0.9833,0.0265,0.984
0.194798077,0.0237,0.9825,0.0265,0.983
0.197300615,0.0237,0.9830,0.0281,0.984
0.199722154,0.0230,0.9820,0.0285,0.983
0.202426077,0.0232,0.9840,0.0272,0.985
0.205267923,0.0242,0.9812,0.0285,0.982
0.207437154,0.0244,0.9835,0.0300,0.984
0.210652846,0.0235,0.9808,0.0312,0.982
0.212735384,0.0227,0.9817,0.0316,0.983
0.214969154,0.0244,0.9812,0.0312,0.982
0.217732615,0.0247,0.9796,0.0334,0.980
0.220139307,0.0251,0.9817,0.0351,0.983
0.222587923,0.0242,0.9810,0.0339,0.982
0.24182923,0.0225,0.9810,0.0326,0.982
0.243063384,0.0247,0.9808,0.0341,0.982
0.24377723,0.0256,0.9800,0.0324,0.981
0.24461623,0.0268,0.9796,0.0332,0.981
0.245304923,0.0247,0.9803,0.0321,0.981
0.245952615,0.0237,0.9791,0.0349,0.980
0.246593769,0.0235,0.9805,0.0341,0.981
0.247256846,0.0237,0.9810,0.0339,0.982
0.247988,0.0222,0.9837,0.0332,0.984
0.248595615,0.0217,0.9833,0.0319,0.984
0.251389154,0.0230,0.9815,0.0312,0.982
0.25295223,0.0235,0.9815,0.0314,0.982
0.255172538,0.0222,0.9837,0.0307,0.984
0.258261154,0.0214,0.9825,0.0295,0.983
0.260763,0.0217,0.9817,0.0293,0.982
0.262716307,0.0210,0.9820,0.0293,0.983
0.26508123,0.0207,0.9820,0.0307,0.983
0.267755384,0.0214,0.9830,0.0307,0.984
0.270210384,0.0219,0.9842,0.0288,0.985
0.272998692,0.0214,0.9833,0.0268,0.984
0.277067077,0.0230,0.9847,0.0268,0.985
0.278214384,0.0230,0.9849,0.0290,0.986
0.280483923,0.0227,0.9835,0.0290,0.984
0.283063692,0.0239,0.9830,0.0281,0.984
0.285468846,0.0247,0.9835,0.0307,0.984
0.287874769,0.0247,0.9835,0.0309,0.984
0.290530769,0.0249,0.9810,0.0295,0.982
0.293407077,0.0256,0.9820,0.0307,0.983
0.295460538,0.0266,0.9815,0.0305,0.982
0.297914461,0.0281,0.9820,0.0288,0.983
0.300640846,0.0284,0.9800,0.0302,0.981
0.302852615,0.0281,0.9800,0.0314,0.981
0.305410461,0.0291,0.9808,0.0309,0.982
0.308300846,0.0288,0.9820,0.0319,0.983
0.311501846,0.0310,0.9825,0.0316,0.983
0.313119923,0.0293,0.9830,0.0312,0.984
0.315470692,0.0295,0.9822,0.0329,0.983
0.318194077,0.0291,0.9825,0.0321,0.983
0.320769538,0.0284,0.9805,0.0321,0.981
0.323072923,0.0291,0.9805,0.0305,0.981
0.340986154,0.0288,0.9822,0.0302,0.983
0.342040307,0.0279,0.9825,0.0302,0.983
0.342774769,0.0276,0.9817,0.0300,0.983
0.343413461,0.0281,0.9820,0.0297,0.983
0.344179923,0.0249,0.9840,0.0293,0.985
0.344806769,0.0251,0.9844,0.0295,0.985
0.345408,0.0266,0.9833,0.0278,0.984
0.346023615,0.0254,0.9825,0.0300,0.983
0.346631923,0.0225,0.9837,0.0293,0.984
0.349308846,0.0242,0.9833,0.0285,0.984
0.350779077,0.0251,0.9822,0.0281,0.983
0.353275923,0.0230,0.9817,0.0281,0.982
0.355869846,0.0225,0.9822,0.0283,0.983
0.360414384,0.0237,0.9817,0.0276,0.982
0.361612615,0.0249,0.9828,0.0281,0.983
0.363121154,0.0239,0.9833,0.0300,0.984
0.365612923,0.0230,0.9835,0.0314,0.984
0.368207615,0.0244,0.9840,0.0312,0.985
0.370610077,0.0230,0.9822,0.0302,0.983
0.373103923,0.0254,0.9830,0.0316,0.984
0.376692538,0.0256,0.9822,0.0321,0.983
0.378243,0.0247,0.9822,0.0324,0.983
0.380678384,0.0249,0.9796,0.0334,0.980
0.383209154,0.0237,0.9810,0.0339,0.982
0.385994077,0.0227,0.9803,0.0329,0.981
0.38846,0.0239,0.9808,0.0316,0.982
0.39082,0.0237,0.9805,0.0329,0.981
0.393848923,0.0244,0.9812,0.0332,0.982
0.395982154,0.0247,0.9825,0.0321,0.983
0.398254384,0.0244,0.9817,0.0321,0.983
