time,gFx,gFy,gFz,TgF
2.861745846,0.0319,0.9833,0.0167,0.984
2.864406462,0.0324,0.9840,0.0167,0.985
2.867401308,0.0344,0.9837,0.0173,0.984
2.870012693,0.0342,0.9842,0.0183,0.985
2.872136616,0.0342,0.9837,0.0163,0.984
2.874285846,0.0356,0.9833,0.0178,0.984
2.877029846,0.0356,0.9822,0.0173,0.983
2.879093616,0.0354,0.9820,0.0176,0.983
2.882837539,0.0347,0.9820,0.0163,0.983
2.884649308,0.0354,0.9825,0.0195,0.983
2.887194462,0.0354,0.9849,0.0176,0.986
2.889541923,0.0354,0.9837,0.0183,0.984
2.892054462,0.0352,0.9844,0.0183,0.985
2.894304077,0.0335,0.9830,0.0188,0.984
2.896733846,0.0352,0.9820,0.0197,0.983
2.899798462,0.0344,0.9825,0.0180,0.983
2.902157231,0.0344,0.9825,0.0167,0.983
2.904554231,0.0361,0.9805,0.0170,0.981
2.907269231,0.0356,0.9828,0.0183,0.984
2.909635385,0.0352,0.9847,0.0163,0.985
2.912145923,0.0342,0.9842,0.0167,0.985
2.914707154,0.0335,0.9856,0.0165,0.986
2.917156923,0.0352,0.9859,0.0165,0.987
2.919628693,0.0335,0.9833,0.0153,0.984
2.92203877,0.0328,0.9842,0.0153,0.985
2.924570846,0.0347,0.9842,0.0136,0.985
2.927077616,0.0344,0.9833,0.0155,0.984
2.929394231,0.0347,0.9847,0.0155,0.985
2.93557477,0.0340,0.9833,0.0160,0.984
2.936227693,0.0332,0.9854,0.0170,0.986
2.937168077,0.0330,0.9844,0.0163,0.985
2.939676308,0.0328,0.9847,0.0167,0.985
2.942457308,0.0330,0.9842,0.0153,0.985
2.94476777,0.0328,0.9844,0.0151,0.985
2.947183693,0.0337,0.9835,0.0151,0.984
2.950046846,0.0342,0.9849,0.0165,0.986
2.95262777,0.0324,0.9820,0.0151,0.983
2.954745,0.0332,0.9844,0.0176,0.985
2.957276923,0.0349,0.9835,0.0173,0.984
2.959855154,0.0323,0.9835,0.0160,0.984
2.961960308,0.0347,0.9837,0.0170,0.984
2.966372308,0.0332,0.9820,0.0178,0.983
2.967565,0.0342,0.9830,0.0173,0.984
2.96982677,0.0349,0.9817,0.0180,0.983
2.972202846,0.0347,0.9820,0.0188,0.983
2.974739077,0.0354,0.9833,0.0190,0.984
2.977285231,0.0340,0.9833,0.0165,0.984
2.979875154,0.0344,0.9837,0.0167,0.984
2.982852308,0.0337,0.9844,0.0192,0.985
2.984943385,0.0337,0.9842,0.0183,0.985
2.987412308,0.0332,0.9828,0.0202,0.984
2.989817539,0.0337,0.9833,0.0190,0.984
2.992533846,0.0319,0.9830,0.0180,0.984
2.994982231,0.0317,0.9835,0.0176,0.984
2.997377616,0.0330,0.9820,0.0190,0.983
2.999962539,0.0335,0.9828,0.0158,0.983
3.002444,0.0361,0.9833,0.0153,0.984
3.004983154,0.0332,0.9842,0.0173,0.985
3.007405846,0.0337,0.9837,0.0148,0.984
3.009893308,0.0354,0.9833,0.0163,0.984
3.012409231,0.0349,0.9840,0.0153,0.985
3.015989616,0.0332,0.9844,0.0155,0.985
3.017568923,0.0347,0.9840,0.0178,0.985
3.019929846,0.0340,0.9844,0.0165,0.985
3.022420693,0.0349,0.9847,0.0165,0.985
3.024917539,0.0337,0.9830,0.0183,0.984
3.027442539,0.0347,0.9825,0.0185,0.983
3.029758539,0.0342,0.9837,0.0170,0.984
3.032598846,0.0335,0.9842,0.0173,0.985
3.03506,0.0332,0.9854,0.0178,0.986
3.037530154,0.0352,0.9854,0.0170,0.986
3.03996277,0.0356,0.9840,0.0183,0.985
3.042598154,0.0342,0.9830,0.0185,0.984
3.044958231,0.0344,0.9840,0.0188,0.985
3.047432,0.0352,0.9828,0.0163,0.984
3.051959385,0.0342,0.9820,0.0173,0.983
3.052641308,0.0332,0.9828,0.0183,0.983
3.054989616,0.0340,0.9833,0.0190,0.984
3.057623693,0.0324,0.9828,0.0204,0.984
3.060088923,0.0332,0.9825,0.0178,0.983
3.062658846,0.0324,0.9833,0.0167,0.984
3.065982846,0.0344,0.9812,0.0185,0.982
3.067757,0.0328,0.9820,0.0178,0.983
3.070644923,0.0347,0.9805,0.0170,0.981
3.072545539,0.0347,0.9828,0.0185,0.984
3.075045846,0.0347,0.9828,0.0185,0.984
3.077462539,0.0340,0.9825,0.0185,0.983
3.079990462,0.0337,0.9840,0.0151,0.985
3.082747385,0.0356,0.9842,0.0165,0.985
3.085261308,0.0352,0.9840,0.0163,0.985
3.087774846,0.0342,0.9837,0.0163,0.984
3.090298846,0.0361,0.9837,0.0160,0.984
3.092824077,0.0342,0.9835,0.0158,0.984
3.095276693,0.0337,0.9833,0.0167,0.984
3.097705,0.0328,0.9825,0.0158,0.983
3.100525616,0.0342,0.9830,0.0165,0.984
3.102829539,0.0344,0.9835,0.0153,0.984
3.105277846,0.0344,0.9833,0.0170,0.984
3.107793539,0.0335,0.9822,0.0165,0.983
3.110214846,0.0340,0.9835,0.0155,0.984
3.112817539,0.0342,0.9847,0.0176,0.985
3.115704077,0.0347,0.9835,0.0183,0.984
3.117796693,0.0337,0.9833,0.0190,0.984
3.120465,0.0347,0.9825,0.0178,0.983
3.122920923,0.0347,0.9847,0.0173,0.985
3.125505616,0.0347,0.9820,0.0185,0.983
3.127896308,0.0337,0.9844,0.0192,0.985
3.130388385,0.0330,0.9844,0.0170,0.985
3.133041,0.0344,0.9822,0.0170,0.983
3.135568385,0.0342,0.9844,0.0160,0.985
3.138143385,0.0337,0.9837,0.0163,0.984
3.140645539,0.0349,0.9820,0.0165,0.983
3.142985308,0.0340,0.9830,0.0178,0.984
3.145433923,0.0349,0.9810,0.0185,0.982
3.151495385,0.0356,0.9822,0.0176,0.983
3.152651154,0.0335,0.9840,0.0178,0.985
3.152969616,0.0349,0.9833,0.0163,0.984
3.155585539,0.0332,0.9840,0.0183,0.985
3.157949616,0.0335,0.9840,0.0178,0.985
3.160730462,0.0330,0.9820,0.0163,0.983
3.163145,0.0335,0.9837,0.0155,0.984
3.166190462,0.0332,0.9844,0.0180,0.985
3.168083385,0.0307,0.9835,0.0178,0.984
3.170792385,0.0330,0.9825,0.0160,0.983
3.173361231,0.0328,0.9825,0.0173,0.983
3.175699385,0.0344,0.9849,0.0170,0.986
3.178069616,0.0310,0.9854,0.0176,0.986
3.180736693,0.0319,0.9844,0.0183,0.985
3.183478539,0.0344,0.9835,0.0204,0.984
3.185951385,0.0330,0.9856,0.0190,0.986
3.188473846,0.0347,0.9854,0.0207,0.986
3.190987693,0.0337,0.9842,0.0190,0.985
3.193355154,0.0340,0.9859,0.0188,0.987
3.196157,0.0344,0.9842,0.0176,0.985
3.199767693,0.0354,0.9835,0.0195,0.984
3.201270154,0.0352,0.9828,0.0178,0.984
3.203427077,0.0349,0.9835,0.0180,0.984
3.205813616,0.0330,0.9835,0.0173,0.984
3.208476693,0.0347,0.9830,0.0185,0.984
3.210986231,0.0366,0.9840,0.0165,0.985
3.213738846,0.0340,0.9833,0.0185,0.984
3.216337308,0.0344,0.9815,0.0185,0.982
3.218441308,0.0347,0.9830,0.0197,0.984
3.220865923,0.0349,0.9837,0.0176,0.984
3.223404693,0.0335,0.9820,0.0183,0.983
3.226376693,0.0335,0.9837,0.0170,0.984
3.228441,0.0330,0.9835,0.0185,0.984
3.230988308,0.0349,0.9849,0.0183,0.986
3.233537,0.0359,0.9828,0.0183,0.984
3.236050462,0.0344,0.9835,0.0188,0.984
3.238461,0.0335,0.9825,0.0195,0.983
3.242304385,0.0347,0.9815,0.0178,0.982
3.243564693,0.0323,0.9837,0.0185,0.984
3.245838539,0.0332,0.9844,0.0185,0.985
3.253673616,0.0342,0.9849,0.0173,0.986
3.254362154,0.0352,0.9840,0.0158,0.985
3.254749539,0.0340,0.9849,0.0167,0.986
3.256635077,0.0344,0.9835,0.0160,0.984
3.258568308,0.0330,0.9835,0.0192,0.984
3.261209308,0.0342,0.9844,0.0180,0.985
3.263625231,0.0354,0.9835,0.0185,0.984
3.266658539,0.0344,0.9825,0.0185,0.983
3.268627385,0.0349,0.9840,0.0176,0.985
3.271062231,0.0332,0.9828,0.0180,0.983
3.273646539,0.0332,0.9830,0.0197,0.984
3.276206231,0.0323,0.9844,0.0165,0.985
3.278557,0.0344,0.9840,0.0180,0.985
3.281174846,0.0337,0.9840,0.0192,0.985
3.283921308,0.0332,0.9830,0.0197,0.984
3.286375385,0.0359,0.9830,0.0200,0.984
3.288603154,0.0354,0.9820,0.0185,0.983
3.291457231,0.0349,0.9822,0.0195,0.983
3.293705,0.0349,0.9840,0.0180,0.985
3.296335077,0.0335,0.9840,0.0180,0.985
3.299680077,0.0330,0.9835,0.0190,0.984
3.301327077,0.0356,0.9830,0.0207,0.984
3.303857,0.0359,0.9842,0.0178,0.985
3.306322846,0.0347,0.9835,0.0188,0.984
3.308825308,0.0349,0.9837,0.0192,0.984
3.311226462,0.0342,0.9822,0.0202,0.983
3.31368777,0.0335,0.9817,0.0195,0.982
3.31656777,0.0337,0.9830,0.0183,0.984
3.319075077,0.0347,0.9842,0.0192,0.985
3.321216923,0.0342,0.9840,0.0190,0.985
3.32415077,0.0337,0.9842,0.0183,0.985
3.326489923,0.0337,0.9837,0.0200,0.984
3.328866154,0.0335,0.9833,0.0190,0.984
3.337675693,0.0342,0.9840,0.0195,0.985
3.338408385,0.0340,0.9833,0.0185,0.984
3.338926154,0.0337,0.9830,0.0178,0.984
3.339266539,0.0352,0.9837,0.0176,0.984
3.341451385,0.0340,0.9837,0.0195,0.984
3.344008077,0.0349,0.9844,0.0209,0.985
3.347388923,0.0342,0.9820,0.0178,0.983
3.350716308,0.0347,0.9833,0.0183,0.984
3.351869923,0.0342,0.9844,0.0176,0.985
3.354031077,0.0335,0.9849,0.0190,0.986
3.356532693,0.0354,0.9842,0.0183,0.985
3.359408693,0.0354,0.9815,0.0178,0.982
3.361497539,0.0349,0.9828,0.0188,0.984
3.364276,0.0337,0.9835,0.0204,0.984
3.366568616,0.0349,0.9828,0.0214,0.984
3.369087077,0.0352,0.9837,0.0192,0.984
3.37146,0.0340,0.9835,0.0192,0.984
3.373925923,0.0332,0.9828,0.0188,0.983
3.376518847,0.0347,0.9830,0.0202,0.984
3.37897977,0.0340,0.9842,0.0185,0.985
3.382419077,0.0332,0.9830,0.0188,0.984
3.384224616,0.0349,0.9828,0.0170,0.984
3.386700308,0.0337,0.9825,0.0176,0.983
3.389232385,0.0349,0.9854,0.0158,0.986
3.391742539,0.0349,0.9837,0.0167,0.984
3.394053,0.0332,0.9828,0.0178,0.983
3.396520077,0.0335,0.9844,0.0178,0.985
3.399578154,0.0347,0.9856,0.0183,0.986
3.401890154,0.0335,0.9840,0.0180,0.985
3.404289923,0.0344,0.9837,0.0180,0.984
3.406833231,0.0352,0.9852,0.0178,0.986
3.409346462,0.0356,0.9842,0.0173,0.985
3.411917616,0.0349,0.9833,0.0163,0.984
3.414200308,0.0344,0.9828,0.0183,0.984
3.417059077,0.0335,0.9833,0.0180,0.984
3.419620077,0.0349,0.9847,0.0165,0.985
3.422009616,0.0344,0.9842,0.0163,0.985
3.424516077,0.0347,0.9842,0.0160,0.985
3.427116385,0.0332,0.9842,0.0173,0.985
3.429383077,0.0330,0.9837,0.0180,0.984
3.436496308,0.0340,0.9833,0.0180,0.984
3.437533,0.0332,0.9835,0.0183,0.984
3.437859077,0.0337,0.9828,0.0185,0.984
3.439576693,0.0335,0.9825,0.0176,0.983
3.44223977,0.0335,0.9808,0.0173,0.982
3.444547385,0.0337,0.9822,0.0176,0.983
3.4472,0.0328,0.9833,0.0183,0.984
3.449560308,0.0342,0.9840,0.0173,0.985
3.452613847,0.0342,0.9842,0.0183,0.985
3.45448377,0.0340,0.9840,0.0192,0.985
3.456979077,0.0340,0.9840,0.0195,0.985
3.459666154,0.0347,0.9820,0.0188,0.983
3.46192377,0.0354,0.9828,0.0183,0.984
3.464348693,0.0347,0.9825,0.0197,0.983
3.467116385,0.0342,0.9833,0.0190,0.984
3.470313,0.0340,0.9822,0.0178,0.983
3.472044616,0.0347,0.9822,0.0173,0.983
3.474657308,0.0340,0.9815,0.0207,0.982
3.476912616,0.0342,0.9852,0.0180,0.986
3.479439385,0.0337,0.9835,0.0178,0.984
3.482844693,0.0330,0.9837,0.0183,0.984
3.485291385,0.0347,0.9849,0.0188,0.986
3.487309,0.0330,0.9833,0.0185,0.984
3.489825616,0.0344,0.9828,0.0195,0.984
3.492602462,0.0344,0.9830,0.0192,0.984
3.494669,0.0315,0.9837,0.0195,0.984
3.497328616,0.0342,0.9844,0.0178,0.985
3.499740308,0.0344,0.9849,0.0195,0.986
3.502282231,0.0335,0.9830,0.0197,0.984
3.504773308,0.0347,0.9837,0.0178,0.984
3.507249539,0.0332,0.9840,0.0176,0.985
3.509843693,0.0324,0.9830,0.0180,0.984
3.512174847,0.0330,0.9828,0.0200,0.984
3.516291154,0.0315,0.9833,0.0190,0.984
3.517805923,0.0317,0.9835,0.0180,0.984
3.519988923,0.0332,0.9833,0.0180,0.984
3.522637231,0.0356,0.9835,0.0204,0.984
3.524976923,0.0332,0.9849,0.0173,0.986
3.527280693,0.0342,0.9844,0.0190,0.985
3.529620693,0.0323,0.9822,0.0207,0.983
3.533570539,0.0328,0.9825,0.0204,0.983
3.535215154,0.0337,0.9828,0.0202,0.984
3.537539385,0.0354,0.9828,0.0200,0.984
3.539986539,0.0352,0.9835,0.0178,0.984
3.542244308,0.0342,0.9842,0.0195,0.985
3.545064308,0.0347,0.9854,0.0190,0.986
3.547165308,0.0349,0.9842,0.0190,0.985
3.55446677,0.0347,0.9835,0.0180,0.984
3.55506,0.0354,0.9840,0.0192,0.985
3.555343077,0.0349,0.9825,0.0188,0.983
3.558015462,0.0361,0.9828,0.0185,0.984
3.560292693,0.0356,0.9822,0.0185,0.983
3.562593231,0.0337,0.9815,0.0185,0.982
3.566453231,0.0344,0.9830,0.0185,0.984
3.567865923,0.0342,0.9840,0.0197,0.985
3.570112385,0.0354,0.9833,0.0204,0.984
3.572468077,0.0340,0.9837,0.0190,0.984
3.575260308,0.0332,0.9835,0.0200,0.984
3.577416385,0.0354,0.9852,0.0188,0.986
3.580478231,0.0364,0.9833,0.0180,0.984
3.58296777,0.0356,0.9837,0.0173,0.984
3.585320693,0.0352,0.9825,0.0178,0.983
3.587760308,0.0364,0.9822,0.0165,0.983
3.590149847,0.0330,0.9840,0.0176,0.985
3.592608385,0.0342,0.9842,0.0170,0.985
3.594962462,0.0337,0.9847,0.0188,0.985
3.597452693,0.0344,0.9837,0.0188,0.984
3.600305231,0.0359,0.9842,0.0170,0.985
3.60283077,0.0344,0.9835,0.0176,0.984
3.605334231,0.0354,0.9837,0.0170,0.984
3.607760385,0.0340,0.9830,0.0173,0.984
3.610314154,0.0335,0.9825,0.0173,0.983
3.613296308,0.0344,0.9828,0.0173,0.984
3.616722231,0.0344,0.9798,0.0192,0.981
3.618173308,0.0344,0.9835,0.0192,0.984
3.620414847,0.0344,0.9833,0.0202,0.984
3.622656,0.0356,0.9828,0.0183,0.984
3.625690231,0.0344,0.9833,0.0200,0.984
3.627844385,0.0330,0.9840,0.0185,0.985
3.630224616,0.0344,0.9835,0.0185,0.984
3.633584923,0.0347,0.9822,0.0183,0.983
3.635553923,0.0344,0.9828,0.0188,0.984
3.637765539,0.0335,0.9820,0.0178,0.983
3.64009077,0.0332,0.9844,0.0188,0.985
3.642884693,0.0344,0.9837,0.0178,0.984
3.645145231,0.0335,0.9822,0.0180,0.983
3.648266539,0.0347,0.9844,0.0190,0.985
3.656207693,0.0342,0.9825,0.0178,0.983
3.656802539,0.0352,0.9833,0.0176,0.984
3.657148077,0.0319,0.9833,0.0167,0.984
3.658197308,0.0330,0.9825,0.0163,0.983
3.660797616,0.0324,0.9825,0.0170,0.983
3.663421847,0.0347,0.9840,0.0185,0.985
3.666722462,0.0340,0.9817,0.0170,0.982
3.668260077,0.0332,0.9837,0.0163,0.984
3.671120616,0.0324,0.9840,0.0163,0.985
3.673090231,0.0349,0.9849,0.0197,0.986
3.675845231,0.0337,0.9854,0.0197,0.986
3.677974539,0.0347,0.9844,0.0176,0.985
3.680225616,0.0330,0.9828,0.0188,0.983
3.683239462,0.0337,0.9837,0.0180,0.984
3.68591077,0.0335,0.9835,0.0180,0.984
3.688413231,0.0337,0.9812,0.0183,0.982
3.691001308,0.0344,0.9835,0.0192,0.984
3.693396,0.0347,0.9830,0.0200,0.984
3.695791385,0.0332,0.9842,0.0185,0.985
3.70009577,0.0315,0.9825,0.0195,0.983
3.701232923,0.0337,0.9842,0.0188,0.985
3.703526462,0.0340,0.9817,0.0185,0.982
3.705738154,0.0330,0.9817,0.0216,0.983
3.708534462,0.0359,0.9840,0.0207,0.985
3.710997,0.0330,0.9835,0.0204,0.984
3.713367385,0.0324,0.9830,0.0200,0.984
3.716732923,0.0349,0.9840,0.0185,0.985
3.718473308,0.0352,0.9856,0.0195,0.986
3.720936385,0.0347,0.9840,0.0190,0.985
3.723065,0.0344,0.9833,0.0185,0.984
3.726028,0.0349,0.9820,0.0167,0.983
3.728346231,0.0352,0.9825,0.0197,0.983
3.73068777,0.0324,0.9842,0.0204,0.985
3.733343077,0.0364,0.9840,0.0192,0.985
3.736061847,0.0330,0.9837,0.0180,0.984
3.738663385,0.0330,0.9844,0.0192,0.985
3.740673,0.0337,0.9840,0.0185,0.985
3.743278154,0.0342,0.9830,0.0173,0.984
3.745740308,0.0332,0.9840,0.0167,0.985
3.755088616,0.0352,0.9840,0.0185,0.985
3.755645847,0.0344,0.9830,0.0173,0.984
3.75591977,0.0344,0.9833,0.0185,0.984
3.756160693,0.0352,0.9840,0.0183,0.985
3.75834,0.0352,0.9830,0.0188,0.984
3.761397231,0.0361,0.9833,0.0170,0.984
3.763578539,0.0356,0.9830,0.0178,0.984
3.766753308,0.0347,0.9842,0.0200,0.985
3.768843693,0.0356,0.9840,0.0195,0.985
3.771069539,0.0347,0.9825,0.0202,0.983
3.77344,0.0344,0.9822,0.0195,0.983
3.776106847,0.0335,0.9840,0.0221,0.985
3.778651154,0.0332,0.9833,0.0197,0.984
3.780859462,0.0335,0.9830,0.0195,0.984
3.783712923,0.0335,0.9837,0.0183,0.984
3.786138231,0.0340,0.9837,0.0180,0.984
3.78864,0.0352,0.9844,0.0176,0.985
3.79114777,0.0324,0.9835,0.0183,0.984
3.793497,0.0335,0.9840,0.0192,0.985
3.795942539,0.0349,0.9833,0.0190,0.984
3.799278847,0.0335,0.9828,0.0197,0.984
3.801410462,0.0337,0.9844,0.0207,0.985
3.803795385,0.0342,0.9847,0.0204,0.985
3.806259462,0.0342,0.9833,0.0197,0.984
3.809050847,0.0337,0.9833,0.0202,0.984
3.811280385,0.0330,0.9840,0.0204,0.985
3.813550154,0.0323,0.9830,0.0209,0.984
3.816782847,0.0330,0.9844,0.0202,0.985
3.818947154,0.0317,0.9828,0.0202,0.983
3.821460077,0.0337,0.9842,0.0212,0.985
3.823868616,0.0323,0.9842,0.0212,0.985
3.826286154,0.0337,0.9835,0.0190,0.984
3.828723462,0.0332,0.9854,0.0190,0.986
3.831348616,0.0342,0.9837,0.0183,0.984
3.833991385,0.0332,0.9828,0.0207,0.984
3.836463693,0.0340,0.9833,0.0190,0.984
3.838826154,0.0344,0.9842,0.0180,0.985
3.841447077,0.0328,0.9837,0.0185,0.984
3.843782847,0.0332,0.9828,0.0176,0.983
3.846198462,0.0340,0.9840,0.0212,0.985
3.854438231,0.0344,0.9830,0.0214,0.984
3.855624693,0.0337,0.9837,0.0195,0.984
3.855937847,0.0337,0.9822,0.0190,0.983
3.856197847,0.0349,0.9815,0.0207,0.982
3.858826231,0.0352,0.9817,0.0195,0.983
3.861669923,0.0330,0.9817,0.0185,0.982
3.863889847,0.0342,0.9842,0.0212,0.985
3.866617308,0.0349,0.9847,0.0212,0.986
3.869297231,0.0332,0.9859,0.0212,0.987
3.871645231,0.0328,0.9835,0.0207,0.984
3.874133231,0.0354,0.9830,0.0197,0.984
3.876683462,0.0359,0.9830,0.0204,0.984
3.878990462,0.0342,0.9847,0.0209,0.986
3.883401616,0.0349,0.9842,0.0197,0.985
3.884537231,0.0364,0.9842,0.0178,0.985
3.886687462,0.0344,0.9849,0.0165,0.986
3.88907077,0.0335,0.9849,0.0170,0.986
3.891595693,0.0344,0.9837,0.0185,0.984
3.893790847,0.0361,0.9844,0.0178,0.985
3.896248923,0.0356,0.9837,0.0192,0.985
3.900227693,0.0361,0.9852,0.0197,0.986
3.901799154,0.0361,0.9842,0.0192,0.985
3.904184616,0.0364,0.9830,0.0197,0.984
3.906323077,0.0349,0.9828,0.0197,0.984
