0.027123689651489258,0.938,0.052,-0.277

0.05692458152770996,0.933,0.048,-0.276

0.1030263900756836,0.944,0.046,-0.278

0.1346147060394287,0.945,0.056,-0.283

0.1634688377380371,0.964,0.067,-0.286

0.1941235065460205,0.976,0.074,-0.285

0.22384214401245117,0.965,0.072,-0.284

0.2538435459136963,0.954,0.072,-0.285

0.2845122814178467,0.954,0.071,-0.281

0.31443023681640625,0.953,0.067,-0.281

0.34369587898254395,0.947,0.067,-0.28

0.3740699291229248,0.942,0.069,-0.276

0.4035608768463135,0.939,0.069,-0.273

0.4340934753417969,0.937,0.066,-0.273

0.4784855842590332,0.937,0.066,-0.272

0.50968337059021,0.921,0.071,-0.271

0.5383784770965576,0.915,0.069,-0.263

0.5693891048431396,0.907,0.068,-0.254

0.599259614944458,0.908,0.067,-0.243

0.6290931701660156,0.869,0.067,-0.234

0.6567156314849854,0.848,0.076,-0.23

0.6860792636871338,0.862,0.072,-0.232

0.717181921005249,0.877,0.072,-0.246

0.7468817234039307,0.96,0.101,-0.269

0.7767188549041748,1.06,0.122,-0.303

0.8083529472351074,1.233,0.098,-0.351

0.8385570049285889,1.397,0.094,-0.453

0.868602991104126,1.309,0.085,-0.488

0.8993043899536133,1.247,0.078,-0.442

0.9292442798614502,1.288,0.041,-0.402

0.9582154750823975,1.293,0.021,-0.41

0.989086389541626,1.256,0.027,-0.418

1.0187149047851562,1.321,0.089,-0.449

1.0488166809082031,1.348,0.095,-0.456

1.0792102813720703,1.436,0.14,-0.47

1.1094098091125488,1.411,0.162,-0.417

1.138686180114746,1.186,0.104,-0.364

1.1842799186706543,0.865,0.109,-0.226

1.2138261795043945,0.488,0.047,-0.124

1.2733573913574219,0.238,-0.023,-0.07

1.303713321685791,-0.173,-0.056,-0.025

1.3336997032165527,-0.262,-0.045,-0.049

1.3636927604675293,-0.101,-0.086,-0.113

1.3933417797088623,0.166,-0.115,-0.201

1.4243052005767822,0.534,-0.083,-0.274

1.454322338104248,0.886,-0.059,-0.289

1.4849822521209717,1.341,-0.168,-0.297

1.5139951705932617,1.506,-0.134,-0.242

1.5431723594665527,1.521,-0.057,-0.279

