time,gFx,gFy,gFz,TgF
2.34380223,-0.0894,0.2456,0.9537,0.989
2.345493615,-0.0938,0.2444,0.9581,0.993
2.348092923,-0.0998,0.2477,0.9630,0.999
2.350624923,-0.1043,0.2493,0.9717,1.009
2.35314123,-0.1131,0.2512,0.9825,1.020
2.355558769,-0.1196,0.2535,0.9943,1.033
2.358070769,-0.1218,0.2566,1.0031,1.043
2.360653,-0.1277,0.2579,1.0131,1.053
2.363028692,-0.1311,0.2620,1.0160,1.057
2.365624384,-0.1329,0.2638,1.0197,1.062
2.368393846,-0.1326,0.2666,1.0216,1.064
2.370649,-0.1311,0.2671,1.0209,1.063
2.373090846,-0.1299,0.2698,1.0199,1.063
2.375567461,-0.1248,0.2718,1.0167,1.060
2.37813323,-0.1218,0.2703,1.0089,1.052
2.380635154,-0.1182,0.2684,1.0050,1.047
2.383182461,-0.1174,0.2669,1.0001,1.042
2.385631692,-0.1143,0.2664,0.9957,1.037
2.388088615,-0.1123,0.2659,0.9920,1.033
2.390609,-0.1087,0.2654,0.9874,1.028
2.393177,-0.1071,0.2650,0.9810,1.022
2.395833615,-0.1062,0.2647,0.9738,1.015
2.398271384,-0.1057,0.2647,0.9659,1.007
2.400780307,-0.1057,0.2635,0.9556,0.997
2.403109,-0.1045,0.2652,0.9479,0.990
2.40572923,-0.1026,0.2633,0.9427,0.984
2.408017538,-0.1008,0.2645,0.9412,0.983
2.410815154,-0.0994,0.2662,0.9410,0.983
2.413288077,-0.0989,0.2669,0.9427,0.985
2.415784615,-0.0969,0.2652,0.9444,0.986
2.41818923,-0.0989,0.2659,0.9471,0.989
2.420688692,-0.0979,0.2664,0.9552,0.996
2.423123769,-0.1006,0.2659,0.9603,1.002
2.425754461,-0.1038,0.2671,0.9677,1.009
2.428283769,-0.1050,0.2657,0.9701,1.011
2.430768307,-0.1066,0.2638,0.9730,1.014
2.433226769,-0.1091,0.2628,0.9769,1.018
2.435660923,-0.1076,0.2625,0.9769,1.017
2.438153923,-0.1043,0.2576,0.9742,1.013
2.440806846,-0.1013,0.2561,0.9696,1.008
2.443860923,-0.0971,0.2537,0.9681,1.005
2.445831769,-0.0926,0.2496,0.9598,0.996
2.448315461,-0.0869,0.2471,0.9535,0.989
2.451052307,-0.0820,0.2444,0.9459,0.980
2.453455692,-0.0773,0.2388,0.9373,0.970
2.455722846,-0.0735,0.2337,0.9300,0.962
2.458467692,-0.0715,0.2291,0.9232,0.954
2.460992923,-0.0708,0.2244,0.9183,0.948
2.463543692,-0.0722,0.2217,0.9173,0.946
2.466153615,-0.0742,0.2193,0.9176,0.946
2.468451154,-0.0756,0.2178,0.9200,0.948
2.471099077,-0.0756,0.2173,0.9200,0.948
2.473556615,-0.0779,0.2178,0.9217,0.950
2.475895769,-0.0779,0.2183,0.9251,0.954
