rel_t,gFy,gFz,TgF
0.0,0.849406666666667,-0.03501666666666667,0.8672333333333333
0.0326530612244898,1.0790880604077675,-0.059035278238107614,1.1090966201668246
0.0653061224489796,1.4239682461040681,-0.08844333730019653,1.4686110588996315
0.0979591836734694,1.8239566951467678,-0.09158117543485703,1.8819736768758735
0.1306122448979592,2.198388233798083,0.00866629046339548,2.2545205868579723
0.163265306122449,2.459504809061288,0.19649000268579928,2.504718757894021
0.1959183673469388,2.683789217766387,0.3492900796431588,2.72498017448756
0.2285714285714286,2.9292561007900635,0.3355787274933281,2.963448449702626
0.2612244897959184,3.0204616354343825,0.2191586511198766,3.0438611996431617
0.2938775510204082,2.875990941124948,0.11797092089495519,2.8937244842455496
0.326530612244898,2.4933997352422477,0.07929173785442269,2.5095503423829846
0.3591836734693878,2.026917451128706,0.07873913607427219,2.039741616287222
0.3918367346938776,1.5719016151673249,0.06816841435354673,1.5828003250035787
0.4244897959183674,1.2099290578955033,0.02916050052641263,1.2193983447070431
0.4571428571428572,0.9170520970481332,-0.009300437485349592,0.9261020242734034
0.489795918367347,0.6996770510772095,-0.040855434498978764,0.7080773971942104
0.5224489795918368,0.5210466992105163,-0.05591985726772861,0.5304943807878896
0.5551020408163265,0.3575701721260718,-0.043879652172164385,0.36913617603155124
0.5877551020408164,0.19933902402874937,-0.016700778261723486,0.2252554055931279
0.6204081632653062,0.06285285550247255,0.018126386553592357,0.13551560678343608
0.653061224489796,-0.028486967452500747,0.0438489460824552,0.11616646324954784
0.6857142857142857,-0.08939001666803943,0.05962537934264159,0.13608705404771868
0.7183673469387756,-0.13319367439048568,0.06852060438265314,0.16812929389665726
0.7510204081632654,-0.16322953481748803,0.07089876163646405,0.19151820934624197
0.7836734693877552,-0.1857245339787258,0.07166418299534935,0.21010136747139443
0.8163265306122449,-0.19753872993574714,0.07216135647376865,0.21947097222514927
0.8489795918367348,-0.1944321740436377,0.06859726733325569,0.21434418060070176
0.8816326530612246,-0.1757678016008613,0.0627460337323906,0.19590282148577504
0.9142857142857144,-0.1502684431780438,0.058827639410742934,0.1746164091750038
0.9469387755102041,-0.09377185730550945,0.04628632013515572,0.14203573027876087
0.979591836734694,0.006306777074075657,0.018377823537038495,0.13015977472309728
1.0122448979591838,0.15777579788247312,-0.019958946630591914,0.2114658750122391
1.0448979591836736,0.36773345580707933,-0.06473590729916154,0.39808412008171284
1.0775510204081633,0.6108937791505942,-0.10216813752969875,0.6425702450699049
1.110204081632653,0.8525294054826849,-0.10837603273815172,0.8866950535631138
1.142857142857143,1.061507775081155,-0.06046203843960751,1.0921375326968692
1.1755102040816328,1.2338005074783471,0.03602885842637739,1.2617345336376355
1.2081632653061225,1.404572811787795,0.15895839020091576,1.4334098992893933
1.2408163265306125,1.668389859507852,0.22973771804252793,1.6976346628507046
1.2734693877551022,1.987294652972804,0.23421029454195835,2.013242146463186
1.306122448979592,2.3643589145690393,0.17739273803020675,2.381028004181026
1.3387755102040817,2.6316727415087495,0.14130602161767622,2.647318602745139
1.3714285714285714,2.70270655411362,0.18275834063993285,2.7272955480504946
1.4040816326530614,2.6201573936936766,0.24812455899244787,2.653403811046086
1.4367346938775512,2.415076211904005,0.27099251596229373,2.447359287855962
1.469387755102041,2.28011409910056,0.21113362356511925,2.302642318967375
1.5020408163265309,2.0385959272519023,0.1708311758208582,2.05361170836112
1.5346938775510206,1.7741840176448325,0.1433239484855176,1.7853127588565478
1.5673469387755103,1.4900830843146307,0.12538138123633077,1.5034431120631797
1.6,1.2586966666666666,0.08511999999999996,1.2786666666666666
