rel_t,gFy,gFz,TgF
0.0,0.2491178571428572,0.30669821428571437,0.46428571428571414
0.0326530612244898,0.22625413809560452,0.2799920712922233,0.4239189695316948
0.0653061224489796,0.20952021508817986,0.3075127009972725,0.4215453442392856
0.0979591836734694,0.21140198675029714,0.3767974376861579,0.47073417202234963
0.1306122448979592,0.22319516008064727,0.5015391116627679,0.5758391655798849
0.163265306122449,0.2649523903466732,0.6705902972124466,0.7417546461913317
0.1959183673469388,0.30973188072189195,0.8764433735944273,0.95887527224361
0.2285714285714286,0.39418492726099447,1.1048657146654954,1.2133100350510355
0.2612244897959184,0.5844440162782517,1.4144884830707098,1.5969336777397056
0.2938775510204082,0.7918312393835588,1.6567680279413906,1.9272130062677995
0.326530612244898,0.8684775434388429,1.6909099579945828,2.000866169172615
0.3591836734693878,0.919029669620138,1.6696194913127662,1.9945731994675084
0.3918367346938776,0.9382284635383406,1.7311863598270079,2.116160949570773
0.4244897959183674,0.9152056378333489,1.7394129659750404,2.107455084859159
0.4571428571428572,0.8803530698836456,1.7126635606134697,2.0330710265041914
0.489795918367347,0.8398821921496333,1.6347766362024898,1.9253116119663842
0.5224489795918368,0.7484954600044217,1.4403880402073947,1.705373545139125
0.5551020408163265,0.6370798981385278,1.1681863802517072,1.4054587973787669
0.5877551020408164,0.5229268975912206,0.9158505113635179,1.1135639095606797
0.6204081632653062,0.4371614871435242,0.707040608813636,0.8827167514248789
0.653061224489796,0.37190942415525546,0.533088601592495,0.708580867324839
0.6857142857142857,0.3094442084191783,0.39511117545115415,0.5675232067210654
0.7183673469387756,0.24927219708295523,0.28589051854790737,0.4444771152461583
0.7510204081632654,0.19780899258331663,0.2137845216996428,0.35030091784715917
0.7836734693877552,0.16152757860822328,0.17697141095961344,0.2906454979747374
0.8163265306122449,0.14055214346468067,0.18596249704846038,0.27393294804003443
0.8489795918367348,0.16035834749330352,0.2673267601957307,0.3458512126648462
0.8816326530612246,0.2412777354307664,0.41924398455404377,0.5172239437214924
0.9142857142857144,0.36209798701712026,0.6254010940191995,0.7778797245150717
0.9469387755102041,0.5168407420396404,0.7978405760917744,1.0272704943300555
0.979591836734694,0.6921932899642148,0.8983078930870727,1.2345455552639337
1.0122448979591838,0.775935060366721,0.9333835907696368,1.3396633587999296
1.0448979591836736,0.7668770769351889,0.91057078926001,1.3144171820586936
1.0775510204081633,0.7228375738575832,0.8668527121592611,1.2260680751348818
1.110204081632653,0.6877270779311745,0.8476551709031902,1.1634919679605047
1.142857142857143,0.6698042868835442,0.8456947705922314,1.139210593919004
1.1755102040816328,0.664928746481009,0.8462371769999187,1.1394606693268103
1.2081632653061225,0.6635734169781886,0.8426572764386613,1.1403509619092305
1.2408163265306125,0.6429312843268976,0.8490988118176174,1.1299907314542847
1.2734693877551022,0.6128633406364549,0.8353469207196191,1.100584919609996
1.306122448979592,0.5716741145865821,0.8094830064093524,1.0523617479753649
1.3387755102040817,0.5222401148263544,0.7600153590510301,0.978383430723951
1.3714285714285714,0.4754934092678976,0.6939610731608864,0.8934913906890251
1.4040816326530614,0.41934187746161733,0.6222197120005439,0.7974329474787248
1.4367346938775512,0.3701270951704681,0.5667726231960173,0.7173265639970143
1.469387755102041,0.334729208659533,0.5342364847632793,0.6616442149991784
1.5020408163265309,0.3458086165383078,0.538907549192082,0.6725711217380012
1.5346938775510206,0.40724706383367754,0.5673503906375768,0.7399856270653036
1.5673469387755103,0.5162953075409896,0.6020063646965443,0.8475305901453922
1.6,0.582144642857143,0.6021839285714287,0.8933571428571431
