rel_t,TgF,gFy,gFz
0.0,0.2917391287233109,0.09562644977540895,0.13769611363411965
0.0326530612244898,0.35941072378209693,0.15636580146831072,0.20775077391676267
0.0653061224489796,0.39553844996497955,0.1437441508421402,0.2784704265741136
0.0979591836734694,0.4405713195759268,0.09647461203758727,0.37359391365278305
0.1306122448979592,0.5182265961886149,0.05722191547633001,0.5033620842568461
0.163265306122449,0.7629136952904707,0.13082139611592328,0.7759614477926423
0.1959183673469388,1.1867462765547452,0.2123766854051774,1.0519069060204231
0.2285714285714286,1.5020977281746553,0.33260094924528577,1.2606441509604283
0.2612244897959184,1.7296751973846076,0.4767807713488478,1.3949274737828576
0.2938775510204082,1.8703770484673208,0.5648390094648665,1.4620124276019264
0.326530612244898,1.9020615665312341,0.590890625036595,1.4887122366235137
0.3591836734693878,1.8535075157716867,0.5583335288881042,1.5582357466940042
0.3918367346938776,1.8651615981766538,0.5492630397501608,1.7034953296689137
0.4244897959183674,1.995261335695041,0.5053154503370711,1.831716420479939
0.4571428571428572,1.9604400625921852,0.5147344059669714,1.8380598059412352
0.489795918367347,1.8798604768721479,0.5867989073621057,1.728974351221775
0.5224489795918368,1.7661447052184462,0.6350669698018963,1.5659678211682873
0.5551020408163265,1.5965636410222621,0.6396168614568996,1.383472723436467
0.5877551020408164,1.4148969696813454,0.5929351329111573,1.232646739775907
0.6204081632653062,1.2064242118858248,0.4938954466461675,1.0814014548332538
0.653061224489796,0.9988974134150651,0.38188010966391944,0.9210667410546024
0.6857142857142857,0.8222153528609581,0.29505664876571197,0.7660766356353359
0.7183673469387756,0.6559317831725755,0.22208606765638944,0.6115900611982313
0.7510204081632654,0.516872502502069,0.15910325479272322,0.48447248604937265
0.7836734693877552,0.4078764565866421,0.1058466535158705,0.3885340791924873
0.8163265306122449,0.34254677597481564,0.07446840084470219,0.3336501545345007
0.8489795918367348,0.383358860883139,0.07471272004364385,0.3720927016623615
0.8816326530612246,0.5241257783590596,0.08535781758869648,0.5072181202520786
0.9142857142857144,0.7468858267068479,0.13686717907958626,0.7215520333576244
0.9469387755102041,0.9797974490586177,0.22814758303611526,0.9309865351524466
0.979591836734694,1.1624461260326102,0.31858416944196893,1.0833030147343514
1.0122448979591838,1.2485633877032989,0.3844003400580577,1.1457948390085833
1.0448979591836736,1.2282982719190332,0.40849230578662094,1.1192173674818864
1.0775510204081633,1.1672466369851362,0.3910648370342257,1.0639776421462983
1.110204081632653,1.092539633434321,0.3315920984722661,1.0129325356084056
1.142857142857143,1.014351026429102,0.2816738176886885,0.96442673930225
1.1755102040816328,0.9651411260173896,0.261598279365828,0.928947962456052
1.2081632653061225,0.9421685852678651,0.2567058213809064,0.9070831433300184
1.2408163265306125,0.9441211330962733,0.2652583933107807,0.9043191360534314
1.2734693877551022,0.968084078221238,0.27950757481527405,0.9235166878183726
1.306122448979592,1.0091181649244152,0.30502168405051666,0.9568276637626815
1.3387755102040817,1.0469471497827034,0.33265436932826437,0.9862390311810354
1.3714285714285714,1.073031167226775,0.3579112676712406,1.003816728342898
1.4040816326530614,1.076475009272138,0.3726549430651858,1.001483197873505
1.4367346938775512,1.0581359017421408,0.37292778051179415,0.982637580622485
1.469387755102041,1.022484110440974,0.36385384925788666,0.9501884977187475
1.5020408163265309,0.9683077259265208,0.346141072763862,0.9017459829097499
1.5346938775510206,0.8978629929464124,0.32579438383645865,0.8361739935457827
1.5673469387755103,0.8110652636775691,0.3065385054447695,0.751060193539229
1.6,0.7389528988548809,0.2956794105250705,0.6767873761832534
