rel_t,TgF,gFy,gFz
0.0,0.08893478778093464,-0.14370050261780568,-0.014621503695200912
0.0326530612244898,0.14145650055960338,0.028982776458178938,-0.051711922206876516
0.0653061224489796,0.25992349187153213,0.2124304690152016,-0.09012132694037783
0.0979591836734694,0.43175903591687115,0.414304203301822,-0.12055399313846346
0.1306122448979592,0.6285550678844662,0.6174885221452644,-0.1301490176620821
0.163265306122449,0.8237956622803885,0.8173465933349131,-0.105473535146252
0.1959183673469388,0.9779350123853253,0.9682145038783648,-0.00933643809187338
0.2285714285714286,1.112977529630312,1.076740491247064,0.16118605819898035
0.2612244897959184,1.2814637567951557,1.2167095672930568,0.3319089677099101
0.2938775510204082,1.5920070822365215,1.5135803672110089,0.4136176362646188
0.326530612244898,2.0487995344873617,1.975955338822526,0.3879262681671615
0.3591836734693878,2.5012785759815213,2.450772506884992,0.31645700452154074
0.3918367346938776,2.8876652680568005,2.8635145480849866,0.2751695831999626
0.4244897959183674,3.0839631824533598,3.0622133705265613,0.3275237692121661
0.4571428571428572,3.0650229928195762,3.0249940700147238,0.441644904472353
0.489795918367347,2.8692500913349996,2.819441673564937,0.49767289992771196
0.5224489795918368,2.629602026066148,2.585881267548085,0.44313454413532394
0.5551020408163265,2.3131458647418546,2.281135411774104,0.34062416465614215
0.5877551020408164,1.906336678002227,1.8865763203193504,0.2498060056014119
0.6204081632653062,1.523281199454747,1.5112449708613873,0.18224305115867337
0.653061224489796,1.2251705539926758,1.2130853635192458,0.14861887323931722
0.6857142857142857,0.9815654570069253,0.9712858199890347,0.11973246248807978
0.7183673469387756,0.8078306319841745,0.8024027057779592,0.08264531570065448
0.7510204081632654,0.6695862294378132,0.6697109607437978,0.020885975219288314
0.7836734693877552,0.5391977575111099,0.536051900161259,-0.023616548848910873
0.8163265306122449,0.4197026207301757,0.4126545925625383,-0.05330332623167383
0.8489795918367348,0.36823129192413356,0.359909851432812,-0.07175625051554085
0.8816326530612246,0.36810231691704726,0.3573501737982449,-0.062279044791524504
0.9142857142857144,0.4188310196557939,0.40297981263010535,-0.0005623116439529945
0.9469387755102041,0.6443012639933983,0.6260626478081492,0.0843250930809126
0.979591836734694,1.1151980374661812,1.0985207751716484,0.13218770318865028
1.0122448979591838,1.6970020347570995,1.6837645329634474,0.15260289828812607
1.0448979591836736,2.2438604585490354,2.229238669541161,0.21145060657731393
1.0775510204081633,2.6684999901592903,2.6403619972022963,0.3374532879433183
1.110204081632653,2.9503681030472624,2.9038839998536927,0.4808845124509837
1.142857142857143,3.1308129217121556,3.0725694343595205,0.5692407450335955
1.1755102040816328,3.2367991434381596,3.177836086410754,0.5883322152907164
1.2081632653061225,3.248798024965967,3.200415721028341,0.5213535491197663
1.2408163265306125,3.05312960178873,3.0223701821719233,0.4066629724266217
1.2734693877551022,2.6247258090020176,2.6061731782322335,0.30647860871295324
1.306122448979592,2.057029765873209,2.041995444434549,0.24154092407795455
1.3387755102040817,1.5134716397896675,1.5011771437119745,0.18272920171569135
1.3714285714285714,1.1051266488756994,1.099238725969704,0.093352937175817
1.4040816326530614,0.7873687236447128,0.7857116439158499,0.011569186812521703
1.4367346938775512,0.5586014231672145,0.5580965367032946,-0.03957365072326625
1.469387755102041,0.37238348039612634,0.38164010082748046,-0.06242878601790865
1.5020408163265309,0.2356459857086879,0.24316434202890588,-0.06357155225826695
1.5346938775510206,0.14474891189441236,0.11948010326114586,-0.041606423671524076
1.5673469387755103,0.09166438034691252,-0.013522630283692542,0.00413603146476808
1.6,0.07144014931300102,-0.16572490845183552,0.069126432507504
