rel_t,TgF,gFy,gFz
0.0,0.7763700875095638,0.7427107879601391,0.20764684986883658
0.0326530612244898,1.4111039945176285,1.4053650657911017,0.11081662893604781
0.0653061224489796,1.9234501280359741,1.9172930615379375,0.164706702544769
0.0979591836734694,2.302135766240059,2.2777088955050093,0.3066505936892409
0.1306122448979592,2.5838667699105033,2.5365518110655487,0.46354333951513926
0.163265306122449,2.8206610834708554,2.762469641084754,0.5395116484807964
0.1959183673469388,2.9509222083790525,2.894268245031402,0.5274182518180986
0.2285714285714286,2.95703024721478,2.913356355785506,0.44175187519251163
0.2612244897959184,2.8298724040512946,2.8021800721934724,0.339312602771693
0.2938775510204082,2.5061232070899653,2.490259802598104,0.2530004193921485
0.326530612244898,2.0538099946184363,2.038084189132364,0.2267872973093456
0.3591836734693878,1.5748868404833212,1.5579962856590128,0.20998305260962244
0.3918367346938776,1.192125255695134,1.1781371733358408,0.16770801912805428
0.4244897959183674,0.8815152447393868,0.8739754609988911,0.10322986063206346
0.4571428571428572,0.6354750040190782,0.6366085298575792,0.04245078506041796
0.489795918367347,0.4360763878223029,0.4452442003497006,0.00835779386247342
0.5224489795918368,0.27624721594532675,0.27209814490564743,0.0012166563442046632
0.5551020408163265,0.17985381525340544,0.13622545633689995,0.014238623255805341
0.5877551020408164,0.13190838893307477,0.03892141398827172,0.02801010269059344
0.6204081632653062,0.11990217528781964,-0.03385970415394476,0.0414372434620674
0.653061224489796,0.1389842383078127,-0.08768240269006618,0.05170630352811389
0.6857142857142857,0.16829436064339387,-0.12447874881493798,0.056653457110834804
0.7183673469387756,0.1945821585876416,-0.15595494775962052,0.06106302359933803
0.7510204081632654,0.2189661960978149,-0.18935589386374785,0.06749044052370365
0.7836734693877552,0.23248870705331315,-0.21066396835054652,0.07183165088376231
0.8163265306122449,0.21356620128573464,-0.20478435075726792,0.06844671718144636
0.8489795918367348,0.15811125118779798,-0.17539007927111736,0.058340396722686344
0.8816326530612246,0.10761807189019856,-0.10789222337412006,0.04185386391969358
0.9142857142857144,0.10680409081739803,-0.0032633233445109114,0.015483035205311385
0.9469387755102041,0.1693154192955448,0.14503123607035057,-0.015165143289621489
0.979591836734694,0.3033988321512465,0.3088905632751172,-0.043023368722273594
1.0122448979591838,0.4760657105449045,0.48202361827883927,-0.0625208584563907
1.0448979591836736,0.6704957962605095,0.6684679967034689,-0.06174541951689673
1.0775510204081633,0.8252283321424293,0.8239162156828111,-0.023567206034635354
1.110204081632653,0.9530988418885458,0.9435351163454816,0.06224823743582821
1.142857142857143,1.0893763836067079,1.0616339399224226,0.18107571870962708
1.1755102040816328,1.2481759562079748,1.2031403207299631,0.28983682505428265
1.2081632653061225,1.4880506294463482,1.434194523491539,0.35422139035141986
1.2408163265306125,1.8126193698322492,1.7614050246102182,0.3672798217063639
1.2734693877551022,2.228951782527321,2.191050354387661,0.3480925517744546
1.306122448979592,2.5907635951076355,2.558852138100694,0.36348721195680184
1.3387755102040817,2.7884236183146354,2.7489983921355536,0.42543522616226986
1.3714285714285714,2.8156561725573708,2.7666097415387605,0.4834009269112896
1.4040816326530614,2.689667187971303,2.6392608553789594,0.4830604918299451
1.4367346938775512,2.427767779205284,2.386579980102108,0.4140644256285253
1.469387755102041,2.0954514812437717,2.0699831820279146,0.3000338935674557
1.5020408163265309,1.764438879845583,1.7566520353818398,0.17133105532429904
1.5346938775510206,1.4531921228429108,1.4549831039190169,0.09138985300975876
1.5673469387755103,1.1344870210435463,1.1313269902239176,0.09811715077866318
1.6,0.8996132976782296,0.8731615961589574,0.22184856023954427
